green-red
trial,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora
96,634987.0,1299.0,False,0.259545454545454,"rgb(198,255,0)",31,nira,yoke,0.259545454545454
97,639140.0,3407.0,True,0.24590909090909,"rgb(198,255,0)",32,adui,enemy,0.24590909090909
98,645412.0,1281.0,True,0.259545454545454,"rgb(198,255,0)",33,wakili,agent,0.259545454545454
99,649975.0,1506.0,True,0.273181818181818,"rgb(198,255,0)",34,sahani,plate,0.273181818181818
100,654587.0,1279.0,True,0.24590909090909,"rgb(198,255,0)",32,adui,enemy,0.24590909090909
101,658838.0,1942.0,False,0.259545454545454,"rgb(198,255,0)",33,wakili,agent,0.259545454545454
102,665899.0,1249.0,True,0.273181818181818,"rgb(198,255,0)",34,sahani,plate,0.273181818181818
103,670306.0,2161.0,True,0.19590909090909,"rgb(142,255,0)",29,roho,soul,0.19590909090909
104,675970.0,1596.0,True,0.4443465909090899,"rgb(255,84,0)",27,ladha,flavor,0.29590909090909
105,681365.0,881.0,True,0.30915482954545404,"rgb(255,255,0)",31,nira,yoke,0.259545454545454
106,685120.0,2461.0,True,0.286818181818181,"rgb(255,255,0)",23,lawama,blame,0.286818181818181
107,690593.0,6025.0,False,0.21902698863636302,"rgb(142,255,0)",20,nanga,anchor,0.268636363636363
108,698865.0,2877.0,True,0.27772727272727205,"rgb(198,255,0)",22,rushwa,bribe,0.277727272727272
109,705071.0,1596.0,True,0.30915482954545404,"rgb(255,255,0)",33,wakili,agent,0.259545454545454
110,710603.0,2721.0,True,0.313309659090909,"rgb(255,255,0)",8,fumbo,mystery,0.264090909090909
111,717170.0,3611.0,True,0.276910511363636,"rgb(198,255,0)",6,mshoni,tailor,0.291363636363636
112,724209.0,inf,True,0.268636363636363,"rgb(198,255,0)",14,paji,forehead,0.268636363636363
113,734412.0,3031.0,True,0.4439559659090899,"rgb(255,84,0)",27,ladha,flavor,0.29590909090909
114,740911.0,1392.0,False,0.27772727272727205,"rgb(198,255,0)",17,jibini,cheese,0.277727272727272
115,745892.0,inf,False,0.20539062500000002,"rgb(142,255,0)",16,jani,leaf,0.255
116,751756.0,2384.0,True,0.274318181818181,"rgb(198,255,0)",18,hadithi,story,0.286818181818181
117,757390.0,2141.0,True,0.4849715909090899,"rgb(255,28,0)",27,ladha,flavor,0.29590909090909
118,763480.0,1515.0,True,0.141363636363636,"rgb(29,255,0)",21,yai,egg,0.141363636363636
119,767786.0,inf,True,0.403046875,"rgb(255,141,0)",2,ubini,forgery,0.305
120,776357.0,2226.0,True,0.19629971590908998,"rgb(142,255,0)",13,pafu,lung,0.24590909090909
121,781633.0,8711.0,False,0.21902698863636302,"rgb(142,255,0)",28,bandari,harbor,0.268636363636363
122,794205.0,1975.0,True,0.32651988636363594,"rgb(255,197,0)",6,mshoni,tailor,0.291363636363636
123,800702.0,1401.0,True,0.277727272727272,"rgb(198,255,0)",35,talaka,divorce,0.277727272727272
124,805408.0,1525.0,True,0.268636363636363,"rgb(198,255,0)",36,dalasini,cinnamon,0.268636363636363
125,811741.0,1394.0,True,0.277727272727272,"rgb(198,255,0)",35,talaka,divorce,0.277727272727272
126,816283.0,622.0,True,0.268636363636363,"rgb(198,255,0)",36,dalasini,cinnamon,0.268636363636363
127,823522.0,1365.0,True,0.4603622159090899,"rgb(255,28,0)",27,ladha,flavor,0.29590909090909
128,828128.0,2343.0,True,0.268636363636363,"rgb(198,255,0)",20,nanga,anchor,0.268636363636363
129,833797.0,3118.0,True,0.30652698863636296,"rgb(255,255,0)",14,paji,forehead,0.268636363636363
130,840369.0,3952.0,True,0.315617897727272,"rgb(255,255,0)",17,jibini,cheese,0.277727272727272
131,847424.0,1899.0,True,0.3023366477272721,"rgb(255,255,0)",22,rushwa,bribe,0.277727272727272
132,853041.0,13923.0,False,0.187208806818181,"rgb(85,255,0)",9,ziwa,lake,0.236818181818181
133,869212.0,1496.0,True,0.205,"rgb(142,255,0)",37,kaa,crab,0.205
134,873822.0,1370.0,True,0.268636363636363,"rgb(198,255,0)",38,ambo,glue,0.268636363636363
135,878322.0,2600.0,True,0.41639914772727216,"rgb(255,84,0)",5,yamini,oath,0.277727272727272
136,886849.0,2320.0,True,0.268636363636363,"rgb(198,255,0)",38,ambo,glue,0.268636363636363
137,892146.0,2110.0,False,0.22357244318181804,"rgb(142,255,0)",34,sahani,plate,0.273181818181818
138,898743.0,2790.0,True,0.255,"rgb(198,255,0)",16,jani,leaf,0.255
139,904836.0,1560.0,True,0.205,"rgb(142,255,0)",37,kaa,crab,0.205
140,909436.0,1233.0,True,0.323075284090909,"rgb(255,197,0)",8,fumbo,mystery,0.264090909090909
141,914265.0,inf,False,0.268636363636363,"rgb(198,255,0)",28,bandari,harbor,0.268636363636363
142,931598.0,2941.0,False,0.2595454545454541,"rgb(198,255,0)",31,nira,yoke,0.259545454545454
143,938384.0,inf,True,0.4034375,"rgb(255,141,0)",2,ubini,forgery,0.305

