trial,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour
136,789543.0,3500.0,False,0.438238636363636,6,mshoni,tailor,0.291363636363636,violet
137,795374.0,3147.0,True,0.553046875,2,ubini,forgery,0.305,blue
138,802163.0,1199.0,False,0.286427556818181,9,ziwa,lake,0.236818181818181,cyan
139,805687.0,1993.0,True,0.3345099431818179,7,tumbili,monkey,0.223181818181818,yellow
140,811156.0,2605.0,False,0.5384161931818181,3,theluji,snow,0.223181818181818,green
141,816079.0,1247.0,False,0.17811789772727202,1,sala,prayer,0.227727272727272,red
142,819637.0,2592.0,True,0.6588707386363631,14,paji,forehead,0.268636363636363,purple
143,825652.0,4205.0,True,0.5534375,2,ubini,forgery,0.305,blue
144,833183.0,inf,False,0.5630255681818181,3,theluji,snow,0.223181818181818,green
145,840068.0,2056.0,True,0.6780113636363632,14,paji,forehead,0.268636363636363,purple
146,846321.0,1775.0,True,0.6126349431818182,3,theluji,snow,0.223181818181818,green
147,851426.0,1839.0,True,0.49413352272727207,17,jibini,cheese,0.277727272727272,yellow
148,856315.0,5344.0,False,0.37147727272727193,5,yamini,oath,0.277727272727272,grey
149,864049.0,2624.0,True,0.6122443181818182,3,theluji,snow,0.223181818181818,green
150,869536.0,3591.0,False,0.444879261363636,6,mshoni,tailor,0.291363636363636,violet
151,876057.0,3557.0,False,0.553828125,2,ubini,forgery,0.305,blue
152,882683.0,4753.0,True,0.6368536931818183,3,theluji,snow,0.223181818181818,green
153,890296.0,inf,True,0.6034375000000001,2,ubini,forgery,0.305,blue
154,899193.0,1218.0,True,0.6458380681818182,3,theluji,snow,0.223181818181818,green
155,903424.0,1413.0,True,0.6374218750000001,2,ubini,forgery,0.305,blue
156,908268.0,1942.0,False,0.49448863636363594,6,mshoni,tailor,0.291363636363636,violet

